Company Name,Website,Status,Screenshot URL,Place ID,Error,Details
"33065223086","https://www.aromapizzafw.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33373819065","https://tonyspizzacompany.com/tonyspizzaming","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048562011","https://www.thebanksalehouse.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJE3eB7gDZwFQR497SlbmYAFU","ChIJE3eB7gDZwFQR497SlbmYAFU","","Scan and screenshot completed successfully"
"33016733309","http://www.nwpizzaco.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065227870","http://winnerspizza.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34443789956","http://pizzadelaureos.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33048931670","https://tonyspizzabros.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33750426662","http://nicksplaceonline.com","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065223744","https://burkestreetpizzas.com/?y_source=1_MjU0NDAzMTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"33065219394","https://latenight.pizza","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8","ChIJKWlj9jKGwFQRUueKgH6MEg8","","Scan and screenshot completed successfully"
"34442180467","http://www.enzospizzeria.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E","ChIJg0GCagDVv1QRD4qfTTx581E","","Scan and screenshot completed successfully"
"33048563016","https://www.townhallpizza.com/","success","https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E","ChIJg0GCagDVv1QRD4qfTTx581E","","Scan and screenshot completed successfully"
"33048565317","https://eatmpizza.com","failed","","","Search API error: 500","Professional scan failed"
